"Hour","Year","Location","Temperature","Humidity","WindSpeed","Week","Percentage_Occupied","Months"
13,2020,"The Crossing",17,47,10,"Weekday",54,"May"
13,2020,"Lichfield",17,47,10,"Weekday",87,"May"
13,2020,"St Asaph St",17,47,10,"Weekday",51,"May"
13,2020,"Hereford St",17,47,10,"Weekday",34,"May"
14,2020,"The Crossing",18,42,11,"Weekday",50,"May"
14,2020,"St Asaph St",18,42,11,"Weekday",57,"May"
14,2020,"Art gallery",18,42,11,"Weekday",100,"May"
14,2020,"Lichfield",18,42,11,"Weekday",93,"May"
14,2020,"Lichfield St ",18,42,11,"Weekday",55,"May"
14,2020,"Hereford St",18,42,11,"Weekday",40,"May"
15,2020,"St Asaph St",19,40,12,"Weekday",54,"May"
15,2020,"Lichfield St ",19,40,12,"Weekday",55,"May"
15,2020,"Lichfield",19,40,12,"Weekday",93,"May"
15,2020,"Art gallery",19,40,12,"Weekday",100,"May"
15,2020,"The Crossing",19,40,12,"Weekday",42,"May"
16,2020,"Hereford St",19,40,13,"Weekday",34,"May"
16,2020,"Art gallery",19,40,13,"Weekday",100,"May"
16,2020,"The Crossing",19,40,13,"Weekday",32,"May"
16,2020,"Lichfield St ",19,40,13,"Weekday",55,"May"
16,2020,"St Asaph St",19,40,13,"Weekday",46,"May"
16,2020,"Lichfield",19,40,13,"Weekday",93,"May"
17,2020,"Lichfield St ",19,42,13,"Weekday",64,"May"
17,2020,"St Asaph St",19,42,13,"Weekday",46,"May"
17,2020,"Lichfield",19,42,13,"Weekday",93,"May"
17,2020,"The Crossing",19,42,13,"Weekday",15,"May"
17,2020,"Hereford St",19,42,13,"Weekday",21,"May"
17,2020,"Art gallery",19,42,13,"Weekday",100,"May"
18,2020,"The Crossing",16,52,12,"Weekday",10,"May"
18,2020,"Art gallery",16,52,12,"Weekday",100,"May"
18,2020,"Lichfield St ",16,52,12,"Weekday",64,"May"
18,2020,"St Asaph St",16,52,12,"Weekday",51,"May"
19,2020,"Art gallery",14,60,13,"Weekday",100,"May"
19,2020,"St Asaph St",14,60,13,"Weekday",54,"May"
19,2020,"The Crossing",14,60,13,"Weekday",10,"May"
19,2020,"Lichfield St ",14,60,13,"Weekday",73,"May"
20,2020,"The Crossing",12,67,12,"Weekday",8,"May"
20,2020,"Hereford St",12,67,12,"Weekday",14,"May"
20,2020,"Art gallery",12,67,12,"Weekday",100,"May"
20,2020,"Lichfield",12,67,12,"Weekday",93,"May"
20,2020,"Lichfield St ",12,67,12,"Weekday",55,"May"
20,2020,"St Asaph St",12,67,12,"Weekday",49,"May"
21,2020,"Lichfield St ",11,71,11,"Weekday",55,"May"
21,2020,"The Crossing",11,71,11,"Weekday",8,"May"
21,2020,"Lichfield",11,71,11,"Weekday",93,"May"
21,2020,"Hereford St",11,71,11,"Weekday",14,"May"
21,2020,"St Asaph St",11,71,11,"Weekday",37,"May"
22,2020,"The Crossing",10,74,11,"Weekday",7,"May"
22,2020,"Lichfield",10,74,11,"Weekday",93,"May"
22,2020,"Lichfield St ",10,74,11,"Weekday",45,"May"
22,2020,"Art gallery",10,74,11,"Weekday",100,"May"
22,2020,"Hereford St",10,74,11,"Weekday",14,"May"
22,2020,"St Asaph St",10,74,11,"Weekday",31,"May"
23,2020,"Art gallery",9,78,11,"Weekday",100,"May"
23,2020,"The Crossing",9,78,11,"Weekday",7,"May"
23,2020,"St Asaph St",9,78,11,"Weekday",31,"May"
23,2020,"Lichfield",9,78,11,"Weekday",93,"May"
23,2020,"Lichfield St ",9,78,11,"Weekday",42,"May"
23,2020,"Hereford St",9,78,11,"Weekday",13,"May"
0,2020,"Art gallery",7,81,11,"Weekday",100,"May"
0,2020,"The Crossing",7,81,11,"Weekday",7,"May"
0,2020,"Lichfield St ",7,81,11,"Weekday",42,"May"
0,2020,"St Asaph St",7,81,11,"Weekday",31,"May"
0,2020,"Lichfield",7,81,11,"Weekday",25,"May"
0,2020,"Hereford St",7,81,11,"Weekday",13,"May"
1,2020,"Lichfield",9,71,10,"Weekday",0,"May"
1,2020,"The Crossing",9,71,10,"Weekday",7,"May"
1,2020,"Lichfield St ",9,71,10,"Weekday",33,"May"
1,2020,"St Asaph St",9,71,10,"Weekday",29,"May"
1,2020,"Hereford St",9,71,10,"Weekday",13,"May"
2,2020,"Lichfield",9,71,10,"Weekday",0,"May"
2,2020,"Art gallery",9,71,10,"Weekday",100,"May"
2,2020,"St Asaph St",9,71,10,"Weekday",28,"May"
2,2020,"Hereford St",9,71,10,"Weekday",14,"May"
2,2020,"Lichfield St ",9,71,10,"Weekday",33,"May"
3,2020,"Lichfield",9,73,10,"Weekday",0,"May"
3,2020,"Lichfield St ",9,73,10,"Weekday",33,"May"
3,2020,"The Crossing",9,73,10,"Weekday",7,"May"
3,2020,"Hereford St",9,73,10,"Weekday",14,"May"
3,2020,"Art gallery",9,73,10,"Weekday",100,"May"
4,2020,"The Crossing",8,76,11,"Weekday",7,"May"
4,2020,"Lichfield St ",8,76,11,"Weekday",33,"May"
4,2020,"St Asaph St",8,76,11,"Weekday",29,"May"
4,2020,"Hereford St",8,76,11,"Weekday",14,"May"
4,2020,"Lichfield",8,76,11,"Weekday",0,"May"
5,2020,"Art gallery",8,78,14,"Weekday",100,"May"
5,2020,"Lichfield",8,78,14,"Weekday",1,"May"
5,2020,"The Crossing",8,78,14,"Weekday",7,"May"
5,2020,"Lichfield St ",8,78,14,"Weekday",36,"May"
5,2020,"St Asaph St",8,78,14,"Weekday",31,"May"
5,2020,"Hereford St",8,78,14,"Weekday",14,"May"
6,2020,"The Crossing",9,80,16,"Weekday",8,"May"
6,2020,"Hereford St",9,80,16,"Weekday",14,"May"
6,2020,"Art gallery",9,80,16,"Weekday",100,"May"
6,2020,"St Asaph St",9,80,16,"Weekday",34,"May"
6,2020,"Lichfield",9,80,16,"Weekday",6,"May"
6,2020,"Lichfield St ",9,80,16,"Weekday",27,"May"
7,2020,"Art gallery",9,81,18,"Weekday",100,"May"
7,2020,"Lichfield",9,81,18,"Weekday",17,"May"
7,2020,"Lichfield St ",9,81,18,"Weekday",36,"May"
7,2020,"Hereford St",9,81,18,"Weekday",14,"May"
7,2020,"The Crossing",9,81,18,"Weekday",9,"May"
8,2020,"Hereford St",9,84,18,"Weekday",18,"May"
8,2020,"St Asaph St",9,84,18,"Weekday",43,"May"
8,2020,"Lichfield St ",9,84,18,"Weekday",55,"May"
8,2020,"Lichfield",9,84,18,"Weekday",37,"May"
9,2020,"Art gallery",9,86,16,"Weekday",100,"May"
9,2020,"Lichfield St ",9,86,16,"Weekday",64,"May"
9,2020,"St Asaph St",9,86,16,"Weekday",54,"May"
9,2020,"Hereford St",9,86,16,"Weekday",26,"May"
10,2020,"Art gallery",10,85,14,"Weekday",100,"May"
10,2020,"The Crossing",10,85,14,"Weekday",31,"May"
10,2020,"St Asaph St",10,85,14,"Weekday",51,"May"
10,2020,"Hereford St",10,85,14,"Weekday",30,"May"
10,2020,"Lichfield St ",10,85,14,"Weekday",55,"May"
11,2020,"Lichfield",10,84,12,"Weekday",65,"May"
11,2020,"Art gallery",10,84,12,"Weekday",100,"May"
11,2020,"Lichfield St ",10,84,12,"Weekday",64,"May"
11,2020,"St Asaph St",10,84,12,"Weekday",46,"May"
11,2020,"The Crossing",10,84,12,"Weekday",42,"May"
11,2020,"Hereford St",10,84,12,"Weekday",31,"May"
12,2020,"The Crossing",10,82,12,"Weekday",54,"May"
12,2020,"Art gallery",10,82,12,"Weekday",100,"May"
12,2020,"Lichfield St ",10,82,12,"Weekday",55,"May"
12,2020,"St Asaph St",10,82,12,"Weekday",54,"May"
13,2020,"Lichfield St ",11,78,11,"Weekday",64,"May"
13,2020,"Art gallery",11,78,11,"Weekday",100,"May"
13,2020,"The Crossing",11,78,11,"Weekday",57,"May"
13,2020,"Lichfield",11,78,11,"Weekday",86,"May"
13,2020,"Hereford St",11,78,11,"Weekday",32,"May"
14,2020,"St Asaph St",11,75,11,"Weekday",51,"May"
14,2020,"Art gallery",11,75,11,"Weekday",100,"May"
14,2020,"Lichfield",11,75,11,"Weekday",93,"May"
14,2020,"Lichfield St ",11,75,11,"Weekday",55,"May"
14,2020,"Hereford St",11,75,11,"Weekday",31,"May"
15,2020,"St Asaph St",11,73,10,"Weekday",39,"May"
15,2020,"Lichfield St ",11,73,10,"Weekday",64,"May"
15,2020,"Art gallery",11,73,10,"Weekday",100,"May"
15,2020,"The Crossing",11,73,10,"Weekday",40,"May"
15,2020,"Hereford St",11,73,10,"Weekday",29,"May"
16,2020,"Art gallery",11,70,11,"Weekday",100,"May"
16,2020,"The Crossing",11,70,11,"Weekday",26,"May"
16,2020,"Lichfield St ",11,70,11,"Weekday",73,"May"
16,2020,"St Asaph St",11,70,11,"Weekday",47,"May"
16,2020,"Lichfield",11,70,11,"Weekday",93,"May"
17,2020,"Lichfield St ",11,71,11,"Weekday",64,"May"
17,2020,"St Asaph St",11,71,11,"Weekday",49,"May"
17,2020,"Lichfield",11,71,11,"Weekday",93,"May"
17,2020,"The Crossing",11,71,11,"Weekday",15,"May"
17,2020,"Art gallery",11,71,11,"Weekday",100,"May"
18,2020,"The Crossing",11,71,11,"Weekday",10,"May"
18,2020,"Lichfield",11,71,11,"Weekday",93,"May"
18,2020,"Art gallery",11,71,11,"Weekday",100,"May"
18,2020,"Lichfield St ",11,71,11,"Weekday",64,"May"
18,2020,"Hereford St",11,71,11,"Weekday",17,"May"
18,2020,"St Asaph St",11,71,11,"Weekday",49,"May"
19,2020,"Art gallery",10,74,10,"Weekday",100,"May"
19,2020,"St Asaph St",10,74,10,"Weekday",49,"May"
19,2020,"The Crossing",10,74,10,"Weekday",10,"May"
19,2020,"Lichfield",10,74,10,"Weekday",93,"May"
19,2020,"Lichfield St ",10,74,10,"Weekday",64,"May"
20,2020,"Hereford St",9,77,9,"Weekday",14,"May"
20,2020,"Art gallery",9,77,9,"Weekday",100,"May"
20,2020,"Lichfield St ",9,77,9,"Weekday",45,"May"
20,2020,"St Asaph St",9,77,9,"Weekday",43,"May"
21,2020,"Lichfield St ",9,79,9,"Weekday",36,"May"
21,2020,"Art gallery",9,79,9,"Weekday",100,"May"
21,2020,"The Crossing",9,79,9,"Weekday",7,"May"
21,2020,"St Asaph St",9,79,9,"Weekday",34,"May"
22,2020,"Lichfield",9,79,8,"Weekday",93,"May"
22,2020,"Art gallery",9,79,8,"Weekday",100,"May"
22,2020,"Hereford St",9,79,8,"Weekday",13,"May"
22,2020,"St Asaph St",9,79,8,"Weekday",29,"May"
23,2020,"Art gallery",9,80,7,"Weekday",100,"May"
23,2020,"The Crossing",9,80,7,"Weekday",7,"May"
23,2020,"St Asaph St",9,80,7,"Weekday",25,"May"
23,2020,"Lichfield",9,80,7,"Weekday",93,"May"
23,2020,"Hereford St",9,80,7,"Weekday",13,"May"
0,2020,"Lichfield St ",9,80,7,"Weekend",36,"May"
0,2020,"St Asaph St",9,80,7,"Weekend",25,"May"
0,2020,"Lichfield",9,80,7,"Weekend",25,"May"
0,2020,"Hereford St",9,80,7,"Weekend",12,"May"
1,2020,"Lichfield",6,100,1,"Weekend",0,"May"
1,2020,"The Crossing",6,100,1,"Weekend",7,"May"
1,2020,"Art gallery",6,100,1,"Weekend",100,"May"
1,2020,"Lichfield St ",6,100,1,"Weekend",33,"May"
1,2020,"St Asaph St",6,100,1,"Weekend",25,"May"
1,2020,"Hereford St",6,100,1,"Weekend",12,"May"
2,2020,"Lichfield",6,100,1,"Weekend",0,"May"
2,2020,"The Crossing",6,100,1,"Weekend",7,"May"
2,2020,"St Asaph St",6,100,1,"Weekend",25,"May"
2,2020,"Hereford St",6,100,1,"Weekend",12,"May"
2,2020,"Lichfield St ",6,100,1,"Weekend",33,"May"
3,2020,"Lichfield",6,100,2,"Weekend",0,"May"
3,2020,"Lichfield St ",6,100,2,"Weekend",33,"May"
3,2020,"St Asaph St",6,100,2,"Weekend",23,"May"
3,2020,"The Crossing",6,100,2,"Weekend",7,"May"
3,2020,"Art gallery",6,100,2,"Weekend",100,"May"
4,2020,"The Crossing",6,100,3,"Weekend",7,"May"
4,2020,"Lichfield St ",6,100,3,"Weekend",33,"May"
4,2020,"Art gallery",6,100,3,"Weekend",100,"May"
4,2020,"St Asaph St",6,100,3,"Weekend",22,"May"
4,2020,"Hereford St",6,100,3,"Weekend",12,"May"
4,2020,"Lichfield",6,100,3,"Weekend",0,"May"
5,2020,"Lichfield",6,99,3,"Weekend",1,"May"
5,2020,"The Crossing",6,99,3,"Weekend",7,"May"
5,2020,"Lichfield St ",6,99,3,"Weekend",27,"May"
5,2020,"St Asaph St",6,99,3,"Weekend",22,"May"
5,2020,"Hereford St",6,99,3,"Weekend",12,"May"
6,2020,"The Crossing",6,98,4,"Weekend",7,"May"
6,2020,"Hereford St",6,98,4,"Weekend",12,"May"
6,2020,"Art gallery",6,98,4,"Weekend",100,"May"
6,2020,"St Asaph St",6,98,4,"Weekend",28,"May"
6,2020,"Lichfield",6,98,4,"Weekend",3,"May"
6,2020,"Lichfield St ",6,98,4,"Weekend",25,"May"
7,2020,"Art gallery",6,96,4,"Weekend",100,"May"
7,2020,"Lichfield St ",6,96,4,"Weekend",27,"May"
7,2020,"Hereford St",6,96,4,"Weekend",13,"May"
8,2020,"The Crossing",6,97,5,"Weekend",8,"May"
8,2020,"Hereford St",6,97,5,"Weekend",14,"May"
8,2020,"St Asaph St",6,97,5,"Weekend",34,"May"
8,2020,"Lichfield St ",6,97,5,"Weekend",36,"May"
8,2020,"Lichfield",6,97,5,"Weekend",10,"May"
9,2020,"The Crossing",7,95,6,"Weekend",13,"May"
9,2020,"Lichfield St ",7,95,6,"Weekend",45,"May"
9,2020,"St Asaph St",7,95,6,"Weekend",37,"May"
9,2020,"Lichfield",7,95,6,"Weekend",16,"May"
9,2020,"Hereford St",7,95,6,"Weekend",19,"May"
10,2020,"The Crossing",8,91,6,"Weekend",33,"May"
10,2020,"Lichfield",8,91,6,"Weekend",26,"May"
10,2020,"Hereford St",8,91,6,"Weekend",23,"May"
10,2020,"Lichfield St ",8,91,6,"Weekend",36,"May"
11,2020,"Art gallery",10,84,6,"Weekend",100,"May"
11,2020,"Lichfield St ",10,84,6,"Weekend",50,"May"
11,2020,"St Asaph St",10,84,6,"Weekend",46,"May"
11,2020,"The Crossing",10,84,6,"Weekend",50,"May"
11,2020,"Hereford St",10,84,6,"Weekend",27,"May"
12,2020,"The Crossing",11,73,4,"Weekend",61,"May"
12,2020,"Hereford St",11,73,4,"Weekend",28,"May"
12,2020,"Lichfield",11,73,4,"Weekend",56,"May"
12,2020,"Art gallery",11,73,4,"Weekend",100,"May"
12,2020,"Lichfield St ",11,73,4,"Weekend",36,"May"
12,2020,"St Asaph St",11,73,4,"Weekend",57,"May"
13,2020,"Lichfield St ",12,66,3,"Weekend",55,"May"
13,2020,"Art gallery",12,66,3,"Weekend",100,"May"
13,2020,"The Crossing",12,66,3,"Weekend",66,"May"
13,2020,"Lichfield",12,66,3,"Weekend",71,"May"
13,2020,"St Asaph St",12,66,3,"Weekend",63,"May"
13,2020,"Hereford St",12,66,3,"Weekend",28,"May"
14,2020,"The Crossing",13,58,4,"Weekend",62,"May"
14,2020,"St Asaph St",13,58,4,"Weekend",71,"May"
14,2020,"Art gallery",13,58,4,"Weekend",100,"May"
14,2020,"Hereford St",13,58,4,"Weekend",29,"May"
15,2020,"St Asaph St",14,56,5,"Weekend",60,"May"
15,2020,"Lichfield St ",14,56,5,"Weekend",45,"May"
15,2020,"Lichfield",14,56,5,"Weekend",92,"May"
15,2020,"Art gallery",14,56,5,"Weekend",100,"May"
15,2020,"Hereford St",14,56,5,"Weekend",26,"May"
16,2020,"Hereford St",13,58,7,"Weekend",23,"May"
16,2020,"The Crossing",13,58,7,"Weekend",24,"May"
16,2020,"Lichfield St ",13,58,7,"Weekend",36,"May"
16,2020,"Lichfield",13,58,7,"Weekend",93,"May"
17,2020,"Lichfield St ",13,63,9,"Weekend",45,"May"
17,2020,"St Asaph St",13,63,9,"Weekend",40,"May"
17,2020,"Lichfield",13,63,9,"Weekend",93,"May"
17,2020,"The Crossing",13,63,9,"Weekend",9,"May"
17,2020,"Hereford St",13,63,9,"Weekend",18,"May"
17,2020,"Art gallery",13,63,9,"Weekend",100,"May"
18,2020,"The Crossing",10,79,8,"Weekend",7,"May"
18,2020,"Lichfield",10,79,8,"Weekend",93,"May"
18,2020,"Art gallery",10,79,8,"Weekend",100,"May"
18,2020,"Lichfield St ",10,79,8,"Weekend",36,"May"
18,2020,"Hereford St",10,79,8,"Weekend",15,"May"
18,2020,"St Asaph St",10,79,8,"Weekend",51,"May"
19,2020,"Art gallery",8,83,8,"Weekend",100,"May"
19,2020,"St Asaph St",8,83,8,"Weekend",51,"May"
19,2020,"Lichfield",8,83,8,"Weekend",93,"May"
19,2020,"Lichfield St ",8,83,8,"Weekend",45,"May"
19,2020,"Hereford St",8,83,8,"Weekend",15,"May"
20,2020,"The Crossing",7,87,8,"Weekend",7,"May"
20,2020,"Art gallery",7,87,8,"Weekend",100,"May"
20,2020,"Lichfield",7,87,8,"Weekend",93,"May"
20,2020,"Lichfield St ",7,87,8,"Weekend",36,"May"
20,2020,"St Asaph St",7,87,8,"Weekend",43,"May"
21,2020,"Art gallery",6,89,9,"Weekend",100,"May"
21,2020,"The Crossing",6,89,9,"Weekend",6,"May"
21,2020,"Lichfield",6,89,9,"Weekend",93,"May"
21,2020,"St Asaph St",6,89,9,"Weekend",31,"May"
22,2020,"The Crossing",5,91,9,"Weekend",6,"May"
22,2020,"Lichfield",5,91,9,"Weekend",93,"May"
22,2020,"Art gallery",5,91,9,"Weekend",100,"May"
22,2020,"Hereford St",5,91,9,"Weekend",13,"May"
23,2020,"The Crossing",4,91,10,"Weekend",7,"May"
23,2020,"Lichfield",4,91,10,"Weekend",93,"May"
23,2020,"Lichfield St ",4,91,10,"Weekend",55,"May"
23,2020,"Hereford St",4,91,10,"Weekend",13,"May"
0,2020,"Art gallery",3,90,10,"Weekend",100,"May"
0,2020,"The Crossing",3,90,10,"Weekend",7,"May"
0,2020,"Lichfield St ",3,90,10,"Weekend",50,"May"
0,2020,"Lichfield",3,90,10,"Weekend",25,"May"
0,2020,"Hereford St",3,90,10,"Weekend",13,"May"
1,2020,"Lichfield",4,85,7,"Weekend",0,"May"
1,2020,"The Crossing",4,85,7,"Weekend",6,"May"
1,2020,"Art gallery",4,85,7,"Weekend",100,"May"
1,2020,"St Asaph St",4,85,7,"Weekend",25,"May"
1,2020,"Hereford St",4,85,7,"Weekend",13,"May"
2,2020,"Lichfield",4,86,7,"Weekend",0,"May"
2,2020,"Art gallery",4,86,7,"Weekend",100,"May"
2,2020,"Hereford St",4,86,7,"Weekend",13,"May"
3,2020,"Lichfield",3,92,7,"Weekend",0,"May"
3,2020,"Lichfield St ",3,92,7,"Weekend",50,"May"
3,2020,"St Asaph St",3,92,7,"Weekend",25,"May"
3,2020,"The Crossing",3,92,7,"Weekend",7,"May"
3,2020,"Hereford St",3,92,7,"Weekend",13,"May"
3,2020,"Art gallery",3,92,7,"Weekend",100,"May"
4,2020,"Lichfield St ",3,95,7,"Weekend",50,"May"
4,2020,"Art gallery",3,95,7,"Weekend",100,"May"
4,2020,"St Asaph St",3,95,7,"Weekend",25,"May"
4,2020,"Hereford St",3,95,7,"Weekend",13,"May"
4,2020,"Lichfield",3,95,7,"Weekend",0,"May"
5,2020,"Art gallery",2,96,7,"Weekend",100,"May"
5,2020,"Lichfield",2,96,7,"Weekend",1,"May"
5,2020,"Lichfield St ",2,96,7,"Weekend",45,"May"
5,2020,"St Asaph St",2,96,7,"Weekend",25,"May"
5,2020,"Hereford St",2,96,7,"Weekend",13,"May"
6,2020,"The Crossing",2,98,7,"Weekend",7,"May"
6,2020,"Hereford St",2,98,7,"Weekend",12,"May"
6,2020,"Art gallery",2,98,7,"Weekend",100,"May"
6,2020,"St Asaph St",2,98,7,"Weekend",26,"May"
6,2020,"Lichfield St ",2,98,7,"Weekend",45,"May"
7,2020,"Art gallery",2,100,7,"Weekend",100,"May"
7,2020,"St Asaph St",2,100,7,"Weekend",29,"May"
7,2020,"Lichfield St ",2,100,7,"Weekend",45,"May"
7,2020,"Hereford St",2,100,7,"Weekend",13,"May"
8,2020,"Art gallery",1,99,7,"Weekend",100,"May"
8,2020,"The Crossing",1,99,7,"Weekend",8,"May"
8,2020,"Hereford St",1,99,7,"Weekend",14,"May"
8,2020,"St Asaph St",1,99,7,"Weekend",31,"May"
8,2020,"Lichfield St ",1,99,7,"Weekend",45,"May"
8,2020,"Lichfield",1,99,7,"Weekend",7,"May"
9,2020,"The Crossing",1,96,8,"Weekend",8,"May"
9,2020,"Art gallery",1,96,8,"Weekend",100,"May"
9,2020,"Lichfield St ",1,96,8,"Weekend",55,"May"
9,2020,"St Asaph St",1,96,8,"Weekend",33,"May"
9,2020,"Hereford St",1,96,8,"Weekend",18,"May"
10,2020,"The Crossing",4,85,8,"Weekend",18,"May"
10,2020,"Lichfield",4,85,8,"Weekend",20,"May"
10,2020,"Hereford St",4,85,8,"Weekend",22,"May"
11,2020,"Lichfield",8,75,8,"Weekend",30,"May"
11,2020,"Art gallery",8,75,8,"Weekend",100,"May"
11,2020,"Lichfield St ",8,75,8,"Weekend",64,"May"
11,2020,"St Asaph St",8,75,8,"Weekend",37,"May"
11,2020,"The Crossing",8,75,8,"Weekend",32,"May"
11,2020,"Hereford St",8,75,8,"Weekend",26,"May"
12,2020,"The Crossing",10,66,8,"Weekend",46,"May"
12,2020,"Lichfield",10,66,8,"Weekend",47,"May"
12,2020,"Art gallery",10,66,8,"Weekend",100,"May"
12,2020,"Lichfield St ",10,66,8,"Weekend",64,"May"
12,2020,"St Asaph St",10,66,8,"Weekend",49,"May"
13,2020,"Lichfield St ",12,60,10,"Weekend",73,"May"
13,2020,"Art gallery",12,60,10,"Weekend",100,"May"
13,2020,"The Crossing",12,60,10,"Weekend",49,"May"
13,2020,"Lichfield",12,60,10,"Weekend",62,"May"
13,2020,"St Asaph St",12,60,10,"Weekend",49,"May"
13,2020,"Hereford St",12,60,10,"Weekend",38,"May"
14,2020,"The Crossing",13,56,12,"Weekend",52,"May"
14,2020,"St Asaph St",13,56,12,"Weekend",40,"May"
14,2020,"Art gallery",13,56,12,"Weekend",100,"May"
14,2020,"Hereford St",13,56,12,"Weekend",45,"May"
15,2020,"St Asaph St",14,55,14,"Weekend",40,"May"
15,2020,"Lichfield St ",14,55,14,"Weekend",73,"May"
15,2020,"Lichfield",14,55,14,"Weekend",81,"May"
15,2020,"Art gallery",14,55,14,"Weekend",100,"May"
15,2020,"Hereford St",14,55,14,"Weekend",35,"May"
16,2020,"Hereford St",13,57,15,"Weekend",23,"May"
16,2020,"Art gallery",13,57,15,"Weekend",100,"May"
16,2020,"The Crossing",13,57,15,"Weekend",22,"May"
16,2020,"St Asaph St",13,57,15,"Weekend",31,"May"
16,2020,"Lichfield",13,57,15,"Weekend",85,"May"
17,2020,"Lichfield St ",12,63,16,"Weekend",58,"May"
17,2020,"St Asaph St",12,63,16,"Weekend",28,"May"
17,2020,"Lichfield",12,63,16,"Weekend",87,"May"
17,2020,"The Crossing",12,63,16,"Weekend",10,"May"
17,2020,"Hereford St",12,63,16,"Weekend",15,"May"
17,2020,"Art gallery",12,63,16,"Weekend",100,"May"
18,2020,"The Crossing",8,83,15,"Weekend",8,"May"
18,2020,"Lichfield",8,83,15,"Weekend",89,"May"
18,2020,"Art gallery",8,83,15,"Weekend",100,"May"
18,2020,"Lichfield St ",8,83,15,"Weekend",55,"May"
18,2020,"Hereford St",8,83,15,"Weekend",13,"May"
19,2020,"Art gallery",6,90,15,"Weekend",100,"May"
19,2020,"The Crossing",6,90,15,"Weekend",7,"May"
19,2020,"Lichfield",6,90,15,"Weekend",90,"May"
19,2020,"Lichfield St ",6,90,15,"Weekend",45,"May"
20,2020,"The Crossing",4,94,15,"Weekend",7,"May"
20,2020,"Hereford St",4,94,15,"Weekend",13,"May"
20,2020,"Lichfield",4,94,15,"Weekend",90,"May"
21,2020,"Art gallery",3,94,13,"Weekend",100,"May"
21,2020,"Lichfield",3,94,13,"Weekend",91,"May"
21,2020,"Hereford St",3,94,13,"Weekend",13,"May"
21,2020,"St Asaph St",3,94,13,"Weekend",23,"May"
22,2020,"The Crossing",3,92,11,"Weekend",6,"May"
22,2020,"Lichfield",3,92,11,"Weekend",91,"May"
22,2020,"Art gallery",3,92,11,"Weekend",100,"May"
22,2020,"Hereford St",3,92,11,"Weekend",12,"May"
22,2020,"St Asaph St",3,92,11,"Weekend",25,"May"
23,2020,"Art gallery",3,90,10,"Weekend",100,"May"
23,2020,"The Crossing",3,90,10,"Weekend",7,"May"
23,2020,"Lichfield",3,90,10,"Weekend",91,"May"
23,2020,"Lichfield St ",3,90,10,"Weekend",42,"May"
23,2020,"Hereford St",3,90,10,"Weekend",12,"May"
0,2020,"The Crossing",3,89,10,"Weekday",7,"May"
0,2020,"Lichfield St ",3,89,10,"Weekday",45,"May"
0,2020,"St Asaph St",3,89,10,"Weekday",22,"May"
0,2020,"Hereford St",3,89,10,"Weekday",12,"May"
1,2020,"Lichfield",4,88,9,"Weekday",0,"May"
1,2020,"Lichfield St ",4,88,9,"Weekday",45,"May"
1,2020,"St Asaph St",4,88,9,"Weekday",22,"May"
1,2020,"Hereford St",4,88,9,"Weekday",12,"May"
2,2020,"Lichfield",4,92,8,"Weekday",0,"May"
2,2020,"Art gallery",4,92,8,"Weekday",100,"May"
2,2020,"The Crossing",4,92,8,"Weekday",6,"May"
2,2020,"St Asaph St",4,92,8,"Weekday",22,"May"
2,2020,"Hereford St",4,92,8,"Weekday",12,"May"
3,2020,"Lichfield",3,94,8,"Weekday",0,"May"
3,2020,"Lichfield St ",3,94,8,"Weekday",42,"May"
3,2020,"The Crossing",3,94,8,"Weekday",7,"May"
3,2020,"Art gallery",3,94,8,"Weekday",100,"May"
4,2020,"The Crossing",3,95,7,"Weekday",6,"May"
4,2020,"Lichfield St ",3,95,7,"Weekday",42,"May"
4,2020,"Art gallery",3,95,7,"Weekday",100,"May"
4,2020,"St Asaph St",3,95,7,"Weekday",23,"May"
4,2020,"Hereford St",3,95,7,"Weekday",12,"May"
4,2020,"Lichfield",3,95,7,"Weekday",0,"May"
5,2020,"Art gallery",2,96,7,"Weekday",100,"May"
5,2020,"Lichfield",2,96,7,"Weekday",2,"May"
5,2020,"The Crossing",2,96,7,"Weekday",7,"May"
5,2020,"Lichfield St ",2,96,7,"Weekday",45,"May"
5,2020,"St Asaph St",2,96,7,"Weekday",26,"May"
5,2020,"Hereford St",2,96,7,"Weekday",12,"May"
6,2020,"Hereford St",2,96,7,"Weekday",13,"May"
6,2020,"Art gallery",2,96,7,"Weekday",100,"May"
6,2020,"Lichfield",2,96,7,"Weekday",10,"May"
7,2020,"Art gallery",1,96,7,"Weekday",100,"May"
7,2020,"Lichfield St ",1,96,7,"Weekday",27,"May"
7,2020,"The Crossing",1,96,7,"Weekday",8,"May"
8,2020,"Art gallery",1,96,7,"Weekday",100,"May"
8,2020,"Hereford St",1,96,7,"Weekday",25,"May"
8,2020,"St Asaph St",1,96,7,"Weekday",34,"May"
8,2020,"Lichfield St ",1,96,7,"Weekday",55,"May"
8,2020,"Lichfield",1,96,7,"Weekday",50,"May"
9,2020,"Art gallery",1,90,8,"Weekday",92,"May"
9,2020,"Lichfield St ",1,90,8,"Weekday",64,"May"
9,2020,"St Asaph St",1,90,8,"Weekday",49,"May"
9,2020,"Lichfield",1,90,8,"Weekday",71,"May"
10,2020,"The Crossing",3,78,7,"Weekday",31,"May"
10,2020,"Lichfield",3,78,7,"Weekday",86,"May"
10,2020,"Lichfield St ",3,78,7,"Weekday",64,"May"
